COUNT,FILE,Licence holder,,,,,,LOCATION,,COORDINATES,,DISTRCIT,GRANT NUMBER,,,,,,,,Expected Annual rental ,Expected renewal fee,YEARS IN ARREAR,,,,,,,,,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chakwana VG, T/A Ndindi",,N/A,N/A,Salima,GL78/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Wamwayi CBCC, T/A Kalonga",,N/A,N/A,Salima,GL79/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Sosola VG, T/A Mwanza",,N/A,N/A,Salima,GL80/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Tsewe CBCC, T/A Mwanza",,N/A,N/A,Salima,GL81/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mwawa VG, T/A Makhanjira",,N/A,N/A,Salima,GL82/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Bitoni VG, T/A Makhanjira",,N/A,N/A,Salima,GL83/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Ngwena VG, T/A Ndindi",,N/A,N/A,Salima,GL84/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chiluzi VG, T/A Kapondo",,N/A,N/A,Mchinji,GL85/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Nkhwazi VG, T/A Kapondo",,N/A,N/A,Mchinji,GL86/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Kaluwira VG, T/A Kaponda",,N/A,N/A,Mchinji,GL87/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mtambalika VG, T/A Mposa",,N/A,N/A,Machinga,GL88/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mkagoma VG, T/A Mposa",,N/A,N/A,Machinga,GL89/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mbalame VG, T/A Mposa",,N/A,N/A,Machinga,GL90/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chijere VG, T/A Mankhambira",,N/A,N/A,Nkhata Bay,GL91/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mwayiwathu CBCC, T/A, Mwanza",,N/A,N/A,Salima,GL92/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Good Hope VG, T/A Mwanza",,N/A,N/A,Salima,GL93/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Moya VG, T/A Mwanza",,N/A,N/A,Salima,GL94/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Kasasile VG, T/A M'bwana",,N/A,N/A,Nkhata Bay,GL95/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Wonga VG, T/A Mankhambira",,N/A,N/A,Nkhata Bay,GL96/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mlambe VG, T/A Mankhambira",,N/A,N/A,Nkhata Bay,GL97/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Dambo VG, T/A Mankhambira",,N/A,N/A,Nkhata Bay,GL98/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mswaya VG, T/A Mankhambira",,N/A,N/A,Nkhata Bay,GL99/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chipwambwa VG, T/A Dambe",,N/A,N/A,Mchinji,GL100/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Kalembo VG, T/A Kapondo",,N/A,N/A,Mchinji,GL101/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Phaka VG, T/A Kapondo",,N/A,N/A,Mchinji,GL102/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Kamankodola VG, T/A Msakambewa",,N/A,N/A,Dowa,GL103/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chiudani VG, T/A Msakambewa",,N/A,N/A,Dowa,GL104/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chigwe VG, T/A Msakambewa",,N/A,N/A,Dowa,GL105/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mkunda VG, T/A Msakambewa",,N/A,N/A,Dowa,GL106/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chiwawula VG, T/A Msakambewa",,N/A,N/A,Dowa,GL107/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Gumbi VG, T/A Chadza",,N/A,N/A,Lilongwe,GL108/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Gonthi VG, T/A Chadza",,N/A,N/A,Lilongwe,GL109/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mpundi VG, T/A Chadza",,N/A,N/A,Lilongwe,GL110/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Nyemba 1 VG, T/A Chadza",,N/A,N/A,Lilongwe,GL111/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Kambali VG, T/A Masula",,N/A,N/A,Lilongwe,GL112/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chipwali VG, T/A M'bwana Usisya",,N/A,N/A,Nkhata Bay,GL113/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Kachere VG, T/A Msakambewa",,N/A,N/A,Dowa,GL114/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Kachiteya VG, T/A Dambe",,N/A,N/A,Mchinji,GL115/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Kalumpha VG, T/A Dambe",,N/A,N/A,Mchinji,GL116/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Danda VG, T/A Dambe",,N/A,N/A,Mchinji,GL117/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Saulosi VG, T/A Dambe",,N/A,N/A,Mchinji,GL118/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chiwoza VG, T/A Chiseka",,N/A,N/A,Lilongwe,GL119/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Kayeka VG, T/A Msakambewa",,N/A,N/A,Dowa,GL120/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Nkumba VG, T/A Dambe",,N/A,N/A,Mchinji,GL121/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Kachigulu VG, T/A Dambe",,N/A,N/A,Mchinji,GL122/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chisamba VG, T/A Dambe",,N/A,N/A,Mchinji,GL123/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chigumulira VG, T/A Mlonyeni",,N/A,N/A,Mchinji,GL124/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Kafulama VG, T/A Mlonyeni",,N/A,N/A,Mchinji,GL125/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mtalama VG, T/A Mwaulambiya",,N/A,N/A,Chitipa ,GL126/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Ipeza VG, T/A Kameme",,N/A,N/A,Chitipa ,GL127/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Solomoni Mweniloza VG, T/A Kameme",,N/A,N/A,Chitipa ,GL128/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chisitu VG, T/A Misuku",,N/A,N/A,Chitipa ,GL129/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chisasu VG, T/A Misuku",,N/A,N/A,Chitipa ,GL130/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Kasenthe Kafunda VG, T/A Wenya",,N/A,N/A,Chitipa ,GL131/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mwenemulembe VG, T/A Wenya",,N/A,N/A,Chitipa ,GL132/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mbemba VG, T/A Kyungu",,N/A,N/A,Karonga,GL133/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Wundaninge VG, T/A Kyungu",,N/A,N/A,Karonga,GL134/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mwenetanga VG, T/A Kyungu",,N/A,N/A,Karonga,GL135/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Suje VG, T/A Nthalire",,N/A,N/A,Chitipa ,GL136/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Sambuleke VG, T/A Wasambo",,N/A,N/A,Karonga,GL137/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Muchenjere VG, T/A Kyungu",,N/A,N/A,Karonga,GL138/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Lupembe VG, T/A Kyungu",,N/A,N/A,Karonga,GL139/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mwanyongo VG, T/A Kyungu",,N/A,N/A,Karonga,GL140/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Alufeyo Mwabupighu VG, T/A Mwaulambiya",,N/A,N/A,Chitipa ,GL141/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Alice VG, T/A Karonga",,N/A,N/A,Salima,GL142/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mwambetanya VG, T/A Karonga",,N/A,N/A,Karonga,GL143/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mweningolongo VG, T/A Kilupula",,N/A,N/A,Karonga,GL144/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Brighton VG, T/A Kilupula",,N/A,N/A,Karonga,GL145/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Galimoto VG, T/A Mwirang'ombe",,N/A,N/A,Karonga,GL146/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Kapabwafu VG, T/A Mwirang'ombe",,N/A,N/A,Karonga,GL147/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mwakashungati VG, T/A Mwirang'ombe",,N/A,N/A,Karonga,GL148/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mwahimba VG, T/A Kyungu",,N/A,N/A,Karonga,GL149/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chole VG, T/A Msakambewa",,N/A,N/A,Dowa,GL150/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mzwale VG, T/A Kanyenda",,N/A,N/A,Nkhotakota,GL151/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Chikusa VG, T/A Chakhaza",,N/A,N/A,Dowa,GL153/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mtsindwi VG, T/A, Chakhaza",,N/A,N/A,Dowa,GL154/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Mandala VG, T/A Chakhaza",,N/A,N/A,Dowa,GL155/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Biwi VG, T/A Chakhaza",,N/A,N/A,Dowa,GL156/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Zikapanda VG, T/A Msakambewa",,N/A,N/A,Dowa,GL157/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Kachedwa VG, T/A Msakambewa",,N/A,N/A,Dowa,GL158/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Matekenya VG, T/A Msakambewa",,N/A,N/A,Dowa,GL159/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Jowelo VG, T/A Msakambewa",,N/A,N/A,Dowa,GL160/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Malipa VG, T/A Msakambewa",,N/A,N/A,Dowa,GL161/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Thengeza VG, T/A Kalonga",,N/A,N/A,Salima,GL162/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Ching'oma VG, T/A Mwaza",,N/A,N/A,Salima,GL164/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Imedi VG, T/A Kaulunda",,N/A,N/A,Salima,GL165/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
Ground Water,NWRA/1252,Feed The Children,"Njewa, Lilongwe",N/A,N/A,N/A,"P/B 31611, Lilongwe","Ndembo VG, T/A Kaulunda",,N/A,N/A,Salima,GL166/2017,5,8/1/2019,9/1/2014,NWRA,4,Borehole,Domestic, -   , -   ,0,0,0,0,0,0,0,0,0,
